vl_site;vl_year;year;use;url;uid;title;author;anchor
"Tartu";"1910";"1915";"P";"http://www.digar.ee/viewer/et/nlib-digar:357507";"isbn=978-9949-659-07-4";"IVc-22 [Tartu - Kavastu] : Юрьев. уезд. Лифлянд. губ.";"Корпус Военных Топографов";"1915.E";
"Tartu";"1910";"1915";"P";"http://www.digar.ee/viewer/et/nlib-digar:357516";"isbn=978-9949-659-08-1";"IVc-21 [Puhja - Tartu] : Феллинск. и Юрьевск. уезд. Лифл. губ[ерний]";"Корпус Военных Топографов";"1915.W";
"Tartu";"1787";"1920";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=63005";"ra.ee=EAA.995.1.6851 leht 1";"Geometrische Charte von der Kreis Stadt Dorpat";"Conrad Martin Sengbusch";"1920";
"Tartu";"1920";"1920";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=226573";"ra.ee=EAA.2072.9.752 leht 1";"Tartu linna administratiiv- ja linnamaade piirid";"";"1920";
"Tartu";"1920";"1920";"P";"https://www.digar.ee/viewer/et/nlib-digar:132724";"ESTER=b27471664";"14-39 [Tartu - Luunja] : [Tartumaa]";"A. Villard; Eesti Sõjavägi, Topograafia jaoskond";"1920.Luunja";
"Tartu";"1920";"1921";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=4438";"ra.ee=EAA.2623.1.2087 leht 1";"Tartu linna ja ümbruse plaan.";"Ludvig Jakobsenn";"1921";
"Tartu";"";"1922";"U";"http://www.digar.ee/arhiiv/nlib-digar:319112";"ESTER=Ar 922/Esimene";"Tartu linna ja ümbruse plaan = Plan v. Dorpat und Umgebung";"Ad. Willard";"";
"Tartu";"1925";"1925";"D";"http://www.ra.ee/kaardid/index.php/et/map/view?id=233739";"ra.ee=ERA.31.3.8731 leht 7";"Tartu";"";"1925";
"Tartu";"1927";"1927";"P";"http://www.digar.ee/viewer/et/nlib-digar:213272";"ESTER=b16089960";"Tartu linna plaan = Plan de la ville de Tartu";"Tartu Linnavalitsus, H. Rumma";"1927";
"Tartu";"1927";"1927";"P";"http://www.digar.ee/viewer/et/nlib-digar:46508";"ESTER=b19093469;isbn=9789949540495";"14-38/14-39 [Ilmatsalu - Tartu - Luunja]";"A. Villard, K[aitsevägede Staabi] Topograafia jaoskond";"1927+";
"Tartu";"193X";"1935";"P";"https://www.digar.ee/arhiiv/et/pildimaterjal/122127";"ESTER=b27462456;isbn=9789949611225";"XIV-38 [Ilmatsalu - Tartu] : [Tartumaa]";"Eesti Sõjavägi, Topograafia jaoskond";"1935.Ilmatsalu";
"Tartu";"193X";"1935";"P";"https://www.digar.ee/viewer/et/nlib-digar:185116";"ESTER=b27471688";"XIV-39 [Tartu-Luunja] : [Tartumaa]";"A. Villard; Eesti Sõjavägi, Topograafia jaoskond";"1935.Luunja";
"Tartu";"193X";"1936";"P";"https://www.digar.ee/viewer/et/nlib-digar:432984/368349/page/15";"isbn=9789916005675";"Tartu";"Eesti Entsüklopeedia VIII";"1936";
"Tartu";"1941";"1937";"P";"http://www.digar.ee/viewer/et/nlib-digar:301403";"isbn=978-9949-609-55-0";"Tartu : Tartumaa 1937.a.";"Priidik Vellema, Eesti Kaitsevägi, Topo-hüdrograafia osakond";"1937";
"Tartu";"";"1941";"U";"http://www.digar.ee/arhiiv/nlib-digar:44031";"ESTER=ARKtC 7.636";"Tartu linna plaan [1941.a. sõjapurustustega]";"";"";
"Tartu";"1941";"1941";"P";"http://www.digar.ee/viewer/et/nlib-digar:112756";"isbn=9789949539628;nlib.ee=ARKT-02747:2";"Stadtplan von Dorpat (Tartu)";"Generalstab der Luftwaffe";"1941";
"Tartu";"1941";"1944";"P";"http://www.digar.ee/viewer/et/nlib-digar:290998";"ESTER=b26198812;isbn=978-9949-598-08-3";"Dorpat";"Heer Generalstab Abteilung für Kriegskarten- und Vermessungswesen";"1944";
"Tartu";"1951";"1948";"P";"https://fotoladu.maaamet.ee/arhiiv=110854";"ID=3378-Л-9-VII-48";"(Tartu õhuvõte Maaameti fotolaost)";"";"1948_3378";
"Tartu";"1951";"1948";"P";"https://fotoladu.maaamet.ee/arhiiv=110856";"ID=3380-Л-9-VII-48";"(Tartu õhuvõte Maaameti fotolaost)";"";"1948_3380";
"Tartu";"1951";"1948";"P";"https://fotoladu.maaamet.ee/arhiiv=110857";"ID=3381-Л-9-VII-48";"(Tartu õhuvõte Maaameti fotolaost)";"";"1948_3381";
"Tartu";"1951";"1948";"P";"https://fotoladu.maaamet.ee/arhiiv=110858";"ID=3382-Л-9-VII-48";"(Tartu õhuvõte Maaameti fotolaost)";"";"1948_3382";
"Tartu";"1951";"1948";"P";"https://fotoladu.maaamet.ee/arhiiv=110860";"ID=3384-Л-9-VII-48";"(Tartu õhuvõte Maaameti fotolaost)";"";"1948_3384";
"Tartu";"1951";"1948";"P";"https://fotoladu.maaamet.ee/arhiiv=110884";"ID=3414-Л-9-VII-48";"(Tartu õhuvõte Maaameti fotolaost)";"";"1948_3414";
"Tartu";"1951";"1948";"P";"https://fotoladu.maaamet.ee/arhiiv=110885";"ID=3415-Л-9-VII-48";"(Tartu õhuvõte Maaameti fotolaost)";"";"1948_3415";
"Tartu";"1951";"1948";"P";"https://fotoladu.maaamet.ee/arhiiv=110887";"ID=3417-Л-9-VII-48";"(Tartu õhuvõte Maaameti fotolaost)";"";"1948_3417";
"Tartu";"1951";"1948";"P";"https://fotoladu.maaamet.ee/arhiiv=110889";"ID=3419-Л-9-VII-48";"(Tartu õhuvõte Maaameti fotolaost)";"";"1948_3419";
"Tartu";"1951";"1948";"P";"https://fotoladu.maaamet.ee/arhiiv=110890";"ID=3420-Л-9-VII-48";"(Tartu õhuvõte Maaameti fotolaost)";"";"1948_3420";
"Tartu";"1951";"1948";"P";"https://fotoladu.maaamet.ee/arhiiv=110892";"ID=3422-Л-9-VII-48";"(Tartu õhuvõte Maaameti fotolaost)";"";"1948_3422";
"Tartu";"1951";"1951";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=248504";"ra.ee=EAA.T-949.1.1 leht 196";"Tartu linna plaan. Tartu linna ühiskondlikud taastamistööd 1951 a.";"";"1951";
"Tartu";"1951";"1953";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=278920";"ra.ee=EAA.5238.1.215 leht 1";"Tartu linna lõunaosa Tõrvandi-Ülenurme piirkond.";"";"1953";
"Tartu";"1971";"1971";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=301628";"ra.ee=EAA.2072.9.874 leht 1";"Тарту (О-35-54)";"G. V. Tihomirov";"1971";
"Tartu";"1978";"1978";"D";"http://www.digar.ee/viewer/et/nlib-digar:112841";"isbn=9789949539819;nlib.ee=ARKT-03550 ";"Тарту 1:10000";"СССР. Главное управление геодезии и картографии";"1978";
"Valga";"1683";"1683";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=1717";"ra.ee=EAA.308.2.123 leht 1";" Walck Stads Agor";"Johann Holmberg";"1683";
"Valga";"1800";"1800";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=17301";"ra.ee=EAA.308.6.37 leht 1";"План города Валка в Венденском уезде в своей меже с около лежащими местами.";"";"1800";
"Valga";"1824";"1819";"P";"https://www.ra.ee/kaardid/index.php/et/map/view?id=15665";"ra.ee=EAA.308.6.34 leht 1";"Charte von der Stadt Walk und ihren Sämtlichen Stadt Ländern";"Alexander von Bahrstz";"1819";
"Valga";"1824";"1824";"P";"https://drive.google.com/file/d/1KTqyQikHfbnUAQbwdZokRRfq8Ib08PET/view?usp=sharing";"muis.ee=VaM Fp 119 Ar 40";"";"";"1824";
"Valga";"1870";"1870";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=17295";"ra.ee=EAA.308.6.35 leht 1";"Projections Plan über die zu erweiternde Weichbild Grenze der Kreisstadt Walk.";"Otto Nettenberg";"1870";
"Valga";"18XX";"18XX";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=17284";"ra.ee=EAA.308.6.36 leht 1";"План земель города Валк";"";"18XX";
"Valga";"1905";"1905";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=132057";"ra.ee=ERA.T-6.3.1820 leht 1";"Situations Karte der Stadt Walk";"";"1905";
"Valga";"";"1908";"U";"http://www.ra.ee/kaardid/index.php/et/map/view?id=102646";"";"";"";"";
"Valga";"1905";"1910";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=246948";"ra.ee=ERA.1604.1.111 leht 32";"Ситуацйонный Плань гор. Валка патримониальнаго округа и пригорода";"";"1910";
"Valga";"1912";"1912";"P";"https://drive.google.com/file/d/1Q4tk6QPb_gwahd2XNms3E2j4rlycnw4S/view?usp=sharing";"muis.ee=VaM Fp 3241 Ar 2016:1";"Situations-Karte der Stadt Walk und Vorstädte";"R. Laur";"1912";
"Valga";"1920";"1915";"P";"https://www.digar.ee/viewer/et/nlib-digar:357577";"isbn=978-9949-659-28-9";"0-20 [Valga] : Феллинск., Валк., Верроск., и Юрьевск. уезд. Лифлянд[ской] губ[ернии]";"";"1915";
"Valga";"1920";"1920";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=246945";"ra.ee=ERA.1604.1.90 leht 25";"Karte der Stadt Walk und Vorstädte";"";"1920";
"Valga";"";"1922";"U";"http://www.digar.ee/arhiiv/nlib-digar:319141";"ESTER=Ar 922/Esimene";"Walga linna plaan = Plan der Stadt Walk";"Villard, Johannes Adolf";"";
"Valga";"";"1936";"U";"https://www.digar.ee/viewer/et/nlib-digar:432984/368349/page/395";"ESTER=AR2-95-01362";"Valga 1:25 000";"Eesti Entsüklopeedia. 8,Tanulane-Yvon, lk. 707-708";"";
"Valga";"1936";"1936";"P";"https://www.digar.ee/viewer/et/nlib-digar:432984/368349/page/395";"isbn=9789916005675";"Valga";"Eesti Entsüklopeedia VIII";"1936";
"Valga";"1936";"1936";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=103238";"ra.ee=ERA.T-6.3.1810 leht 1";"Valga linna administratiivpiirkonna plaan";"J. Paas";"1936";
"Valga";"1944";"1941";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=305577";"ra.ee=EAM.2.1.145 leht 1";"Valga linna plaan";"Johan Saar";"1941";
"Valga";"1944";"1944";"P";"ftp://anonymous:x@jccalvin.ddns.net/Target%20Dossiers/Target%20Russia/Target%20Dossiers%20By%20City/City%20Names%20V/Valka%20Latvia%20%20007.tif";"ID=16598";"Walk";"Stabsbildabteilung Lfl. Kdo. 1";"1944";
"Valga";"1944";"1948";"P";"https://fotoladu.maaamet.ee/arhiiv=189746";"ID=1102";"(Valga õhuvõte Maaameti fotolaost)";"Министерство Сельского Хозяйства СССР Сельхозаэросьемка";"1948_1102";
"Valga";"1944";"1949";"P";"https://fotoladu.maaamet.ee/arhiiv=189806";"ID=1002";"(Valga õhuvõte Maaameti fotolaost)";"Министерство Сельского Хозяйства СССР Сельхозаэросьемка";"1949_1002";
"Valga";"1944";"1949";"P";"https://fotoladu.maaamet.ee/arhiiv=189808";"ID=1003";"(Valga õhuvõte Maaameti fotolaost)";"Министерство Сельского Хозяйства СССР Сельхозаэросьемка";"1949_1003";
"Valga";"1944";"1949";"P";"https://fotoladu.maaamet.ee/arhiiv=189810";"ID=1004";"(Valga õhuvõte Maaameti fotolaost)";"Министерство Сельского Хозяйства СССР Сельхозаэросьемка";"1949_1004";
"Valga";"1944";"1949";"P";"https://fotoladu.maaamet.ee/arhiiv=189779";"ID=1054";"(Valga õhuvõte Maaameti fotolaost)";"Министерство Сельского Хозяйства СССР Сельхозаэросьемка";"1949_1054";
"Valga";"1944";"1949";"P";"https://fotoladu.maaamet.ee/arhiiv=189748";"ID=1103";"(Valga õhuvõte Maaameti fotolaost)";"Министерство Сельского Хозяйства СССР Сельхозаэросьемка";"1949_1103";
"Valga";"1944";"1949";"P";"https://fotoladu.maaamet.ee/arhiiv=189750";"ID=1104";"(Valga õhuvõte Maaameti fotolaost)";"Министерство Сельского Хозяйства СССР Сельхозаэросьемка";"1949_1104";
"Valga";"1954";"1951";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=209686";"ra.ee=ERA.T-6.5.3 leht 140";"Eesti topograafiline kaart (1:100 000). Главное управление геодезии и картографии при Совете Министров СССР. Генеральный штаб советской армии (Валга) Латвийская ССР Рижская область и Эстонская ССР Тартуская область и Пярнуская область";"V. Malõsova";"1951";
"Valga";"1954";"1954";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=305600";"ra.ee=EAM.3.1.469 leht 1";"Valga linna generaalplaan (tugiplaan).";"V.P.T. ""Estonprojekt""";"1954";
"Viljandi";"1683";"1683";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=229363";"ra.ee=EAA.308.2.200 leht 1";"Fempte dehls transporterad charta af dhet geometr. arbetet som giord ähr anno 1681 och 1683 öffwer förste dehlen af Fellins gebiet, med der wedh liggiande adelige godz";"";"1683";
"Viljandi";"1744";"1744";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=1660";"ra.ee=EAA.1002.1.1812";"Geometrische Charte von der Stadt Fellin nebst denen dazu gehörigen Bürger Landereyen im Pernauschen Craysse belegem.";"C. G. Leutner, Jonas Böök";"1744";
"Viljandi";"1744";"1745";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=1662";"ra.ee=EAA.1002.1.1815 leht 1";"Geometrisch Charte von dem Schloss Fellin nebst denen dazu gehörigen Äckern und Ländereyen im Pernauschen Crayse belegen.";"Arfried Grotte, C. G. Leutner";"1745";
"Viljandi";"1790";"1785";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=15668";"ra.ee=EAA.308.6.40 leht 1";"Geometrische Charte von der Kreis-Stadt Fellin.";"";"1785";
"Viljandi";"1790";"1790";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=21213";"ra.ee=EAA.308.6.364";"Charte von der Kreis-Stadt Fellin nebst denen dazu gehörigen Ländereyen.";"Lorenz Johann Bohm";"1790";
"Viljandi";"";"1800";"U";"http://www.ra.ee/kaardid/index.php/et/map/view?id=15670";"";"";"";"";
"Viljandi";"1832";"1832";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=1645";"ra.ee=EAA.1002.1.1826";"Charte von der Stadt Fellin";"Lorenz Johann Bohm, Albert Stein";"1832";
"Viljandi";"1866";"1866";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=17235";"ra.ee=EAA.308.6.365 leht 1";"General-Charte von der Kreis-Stadt Fellin";"E. Christiani, Reinhold Wilhelm Jakobsenn";"1866";
"Viljandi";"";"1875";"U";"http://www.ra.ee/kaardid/index.php/et/map/view?id=13204";"";"";"";"";
"Viljandi";"1875";"1875";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=17232";"ra.ee=EAA.308.6.366";"План уезднаго города Феллина.";"E. Landski";"1875";
"Viljandi";"1875";"1879";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=1652";"ra.ee=EAA.1002.1.1833";"Plan der Stadt Fellin.";"Ernst G. Blossfeldt";"1879";
"Viljandi";"1656";"1888";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=229231";"ra.ee=LVVA.6828.4.592 leht 1";"Fellin";"";"1888";
"Viljandi";"";"18XX";"U";"http://www.ra.ee/kaardid/index.php/et/map/view?id=13200";"";"";"";"";
"Viljandi";"1900";"1900";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=26034";"ra.ee=EAA.298.2.4 leht 1";"План уезднаго города Феллина Лифляндской губернии";"";"1900";
"Viljandi";"1909";"1909";"P";"https://drive.google.com/file/d/1mei_DqeQDb2Se2sHxsx5BCageLd-R9QK/view?usp=sharing";"isbn=9789949512096";"Fellin";"A. Adolf Richter";"1909";
"Viljandi";"1900";"190X";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=13200";"ra.ee=EAA.3724.5.2815 leht 1";"Schloss Fellin. Kreis Fellin. Kirchspiel Fellin";"J. T. Günther, Konstantin Lazerev";"190X";
"Viljandi";"1909";"1915";"P";"http://www.digar.ee/viewer/et/nlib-digar:357519";"isbn=978-9949-659-10-4";"IVc-19 [Viljandi] : Пернов. и Феллин. уезд. Лифлянд. губ[ернии]";"Корпус Военных Топографов";"1915";
"Viljandi";"";"1922";"U";"http://www.digar.ee/id/nlib-digar:46364";"ESTER=ARKT-02053, isbn=9789949539772";"Wiljandi linna ja ümbruse plaan = Plan der Stadt Fellin";"Ad. Willard";"";
"Viljandi";"1922";"1922";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=24616";"ra.ee=EAA.2072.9.795 leht 1";"Viljandi linna ja ümbruse plaan";"Ludvig Jakobsenn";"1922";
"Viljandi";"1922";"1922";"D";"http://www.ra.ee/kaardid/index.php/et/map/view?id=24618";"ra.ee=EAA.2072.9.795 leht 3";"Viljandi linna plaan";"";"1922.795";
"Viljandi";"1922";"1922";"D";"http://www.ra.ee/kaardid/index.php/et/map/view?id=229575";"ra.ee=EAA.2072.9.797 leht 3";"Viljandi linna plaan";"L. Jacobsenn";"1922.797.3";
"Viljandi";"1922";"1922";"D";"http://www.ra.ee/kaardid/index.php/et/map/view?id=229574";"ra.ee=EAA.2072.9.797 leht 2";"Viljandi linna plaan.";"L. Jacobsenn";"1922.797.2";
"Viljandi";"1922";"1923";"D";"http://www.ra.ee/kaardid/index.php/et/map/view?id=132052";"ra.ee=ERA.T-6.3.1826 leht 1";"Viljandi linna uue administratiivpiirkonna plaan";"";"1923";
"Viljandi";"1926";"1925";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=225123";"ra.ee=ERA.31.3.7422 leht 2";"Viljandi linna suvituspiirkonna plaan";"G. Eisen, A. Bogdanof, Schmidt, Breier";"1925";
"Viljandi";"1926";"1926";"P";"http://www.digar.ee/viewer/et/nlib-digar:44670";"isbn=9789949539765;nlib.ee=ARKT-00535";"Viljandi linna plaan";"Sakala";"1926";
"Viljandi";"";"1934";"U";"https://www.digar.ee/arhiiv/nlib-digar:295045";"isbn=978-9949-598-65-6 (pdf)";"Viljandi linna plaan 1:5000";"E.K. Braunšveig";"";
"Viljandi";"193X";"1935";"P";"http://www.digar.ee/viewer/et/nlib-digar:301266";"isbn=978-9949-609-52-9";"Viljandi : Viljandi- ja Pärnumaa 1935 a.";"Juhan Kuutma, Karl Kriisk, Eesti Kaitsevägi, Topo-hüdrograafia osakond";"1935";
"Viljandi";"";"1939";"U";"https://www.digar.ee/arhiiv/nlib-digar:319147";"isbn=978-9949-614-83-7 (pdf)";"Viljandi linna plaan 1:10 000";"Leokese kirjastus";"";
"Viljandi";"193X";"193X";"P";"https://www.digar.ee/viewer/et/nlib-digar:432984/368349/page/597";"isbn=9789916005675";"Viljandi";"Eesti Entsüklopeedia VIII";"193X";
"Viljandi";"1940";"1940";"P";"https://www.digar.ee/viewer/et/nlib-digar:319147/277203/page/1";"isbn=9789949512096";"Viljandi linna plaan";"""Sakala""";"1940";
"Viljandi";"1950";"1950";"P";"https://fotoladu.maaamet.ee/arhiiv=194483";"ID=783";"(Viljandi õhuvõte Maaameti fotolaost)";"Северо-западное предприятие ""Сельхозаэросьемка"" министерство сельского хозяйства СССР";"1950";
"Viljandi";"1966";"1966";"P";"http://www.digar.ee/viewer/et/nlib-digar:112808";"isbn=978-9949-26-612-8;nlib.ee=ARKTC 8.974";"Viljandi linna ja ümbruse plaan";"Viljandi Ehituse ja Arhitektuuri Osakond";"1966";
"Viljandi";"1974";"1974";"P";"https://fotoladu.maaamet.ee/arhiiv=201243";"ID=С-56-25-В-в-2";"(Viljandi õhuvõte Maaameti fotolaost)";"";"1974_2633";
"Viljandi";"1974";"1974";"P";"https://fotoladu.maaamet.ee/arhiiv=201244";"ID=С-56-25-В-г-1";"(Viljandi õhuvõte Maaameti fotolaost)";"";"1974_2634";
"Viljandi";"1974";"1974";"P";"https://fotoladu.maaamet.ee/arhiiv=201614";"ID=С-56-25-В-в-4";"(Viljandi õhuvõte Maaameti fotolaost)";"";"1974_2733";
"Viljandi";"1974";"1974";"P";"https://fotoladu.maaamet.ee/arhiiv=201615";"ID=С-56-25-В-г-3";"(Viljandi õhuvõte Maaameti fotolaost)";"";"1974_2734";
"Voru";"";"1785";"U";"http://www.ra.ee/kaardid/index.php/et/map/view?id=211025";"";"";"";"";
"Voru";"1785";"1785";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=138";"ra.ee=EAA.291.1.131 leht 1";"Grund-Riss von der neuen Creis-Stadt Werro";"Carl von Bronsert";"1785";
"Voru";"1820";"1820";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=26087";"ra.ee=EAA.298.2.11 leht 1";"Plan von der Stadt Werro welches im Dörptschen Kreise belegen";"Mathias Schons";"1820";
"Voru";"1828";"1828";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=229181";"ra.ee=LVVA.6828.4.532 leht 1";"Werrosche Stadts Charte mit Grenze. Ihren Grenzen";"";"1828";
"Voru";"1837";"1837";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=229179";"ra.ee=LVVA.6828.4.530 leht 1";"Plan von der Stadt Werro";"A. Galmeister, Carl Christian Anders";"1837";
"Voru";"1850";"1850";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=26089";"ra.ee=EAA.298.2.11 leht 2";"Specielle Charte von der im Livländischen Gouvernement belegenen Kreis-Stadt Werro nebst dessen Schnurländer, Heuschläge und Wieh-Weiden";"J. Thetkarov, David A. Rosenpflanzer";"1850";
"Voru";"1865";"1865";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=17287";"ra.ee=EAA.308.6.433";"Plan von der Stadt Werro";"C. Anders, David Ellram";"1865";
"Voru";"1902";"1902";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=229182";"ra.ee=LVVA.6828.4.533 leht 1";"Плань уъзднаго города Верро";"A. Jacoby";"1902";
"Voru";"1912";"1912";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=229183";"ra.ee=LVVA.6828.4.534 leht 1";"Karte von der Kreisstadt Werro";"A. Jacoby";"1912";
"Voru";"1912";"1917";"P";"http://www.digar.ee/viewer/et/nlib-digar:357336";"isbn=978-9949-659-30-2";"0-22 [Võru] : Верроск. уезд. Лифляндск[ой] губ[ернии]";"Корпус Военных Топографов";"1917";
"Voru";"1922";"1922";"P";"http://www.ester.ee/record=b2923516*est";"isbn=9789949512096";"Wõru linna plaan, Plan der Stadt Werro";"A. Blumberg, Juhkental & Ko (S. Katrograafia trükk)";"1922";
"Voru";"1936";"1934";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=100661";"ra.ee=ERA.T-6.3.165 leht 1";"Eesti topograafiline kaart 1:25000, XIX-39, Võru-Vagula, Võrumaa";"A. Lossmann";"1934";
"Voru";"";"1936";"U";"https://www.digar.ee/viewer/et/nlib-digar:432984/368349/page/680";"ESTER=AR2-95-01362";"Võru 1:25 000";"Eesti Entsüklopeedia. 8,Tanulane-Yvon, lk. 1223-1224";"";
"Voru";"1936";"1936";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=103575";"ra.ee=ERA.T-6.3.1831 leht 1";"Võru linna administratiivpiirkonna laiendamise plaan";"Oskar Kähr, P. Vald";"1936";
"Voru";"1936";"1937";"P";"http://www.digar.ee/viewer/et/nlib-digar:301451";"isbn=978-9949-609-67-3";"Võru II : Võru- ja Petserimaa 1937.a.";"Juhan Kuutma, Naum Subbotin, Eesti Kaitsevägi, Topo-hüdrograafia osakond";"1937";
"Voru";"1950";"1948";"P";"https://fotoladu.maaamet.ee/arhiiv=189911";"ID=930";"(Võru õhuvõte Maaameti fotolaost)";"Министерство Сельского Хозяйства СССР Сельхозаэросьемка";"1948_930";
"Voru";"1950";"1948";"P";"https://fotoladu.maaamet.ee/arhiiv=189879";"ID=980";"(Võru õhuvõte Maaameti fotolaost)";"""Сельхозаэросьемка"" Министерства Сельского Хозяйства Союза С. С. Р.";"1948_980";
"Voru";"1950";"1948";"P";"https://fotoladu.maaamet.ee/arhiiv=189881";"ID=981";"(Võru õhuvõte Maaameti fotolaost)";"Министерство Сельского Хозяйства СССР Сельхозаэросьемка";"1948_981";
"Voru";"1950";"1950";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=132190";"ra.ee=ERA.T-6.3.1830 leht 1";"Eesti NSV Võru linna plaan";"Harri Kull";"1950";
"Voru";"1950";"1950";"P";"https://fotoladu.maaamet.ee/arhiiv=196931";"ID=8221";"(Võru õhuvõte Maaameti fotolaost)";"ГПИ ""Эстсельхозпроект""";"1950_8221";
"Voru";"1971";"1971";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=104554";"ra.ee=ERA.T-14.4-6.33649 leht 1";"Võru linna generaalplaan";"Riitsaar";"1971";
